,name,bday,sex,age,age_diff,zodiac,zodiac_sp,num_of_m,num_of_m_sp,num_of_child_cl,num_of_child_sp_cl,num_of_role,num_of_role_sp,geohash,geo_distance,age_m_1,age_div_1,age_m_sp_1,age_div_sp_1,divorce
7492,Nicholas Gonzalez,1976-01-03,M,43.34106792062808,,0.0,,1.0,,1.0,,1.0,,9v1zqsr,,40.0,,,,0.0
7494,Cuba Gooding Jr.,,M,,,,,1.0,,3.0,,1.0,,dr72r5t,,,,,,1.0
7500,John Goodman,1952-06-20,M,66.87885445970828,,5.0,,1.0,,1.0,,1.0,,9yzgery,,37.0,,,,0.0
7584,Joseph Gordon-Levitt,1981-02-17,M,38.21570600354559,,1.0,,1.0,,2.0,,1.0,,9q5ctr1,,33.0,,,,0.0
7593,Keith Gordon,1961-02-03,M,58.254447387694476,,1.0,,1.0,,,,3.0,,dr5regw,,37.0,,,,0.0
7600,Christopher Gorham,1974-08-14,M,44.72918677317125,,7.0,,1.0,,3.0,,1.0,,9qdbfpv,,26.0,,,,0.0
7603,Cliff Gorman,1936-10-13,M,82.56432370274544,,9.0,,1.0,,,,1.0,,dr5x8y2,,27.0,,,,0.0
7606,Frank Gorshin,1933-04-05,M,86.08801002073965,,3.0,,1.0,,1.0,,1.0,,dppn59u,,24.0,,,,0.0
7610,Mark-Paul Gosselaar,1974-03-01,M,45.18367933633135,,2.0,,2.0,,4.0,,2.0,,9q5ctr1,,22.0,37.0,,,1.0
7611,Louis Gossett Jr.,1936-05-27,M,82.94489277671684,,5.0,,3.0,,2.0,,1.0,,dr5rmm5,,31.0,32.0,,,1.0
7614,Lloyd Gough,1907-09-21,M,111.62720658192845,-2.225918396681657,8.0,11.0,1.0,2.0,1.0,2.0,1.0,1.0,dr5regw,20000000.0,36.0,,23.0,23.0,0.0
7617,Elliott Gould,1938-08-29,M,80.68885740295829,-3.652367947322669,8.0,4.0,3.0,2.0,3.0,,1.0,3.0,dr5rmm5,19545.0,25.0,33.0,21.0,21.0,1.0
7619,Harold Gould,1923-12-10,M,95.40784547252852,,11.0,,1.0,,3.0,,1.0,,dre7t6n,,27.0,,,,0.0
7631,Marty Grabstein,1954-11-28,M,64.43937931648152,,11.0,,1.0,,2.0,,3.0,,dr5rmm5,,45.0,,,,0.0
7632,Topher Grace,1978-07-12,M,40.81945556719166,-10.417736161591273,6.0,11.0,1.0,1.0,1.0,1.0,1.0,2.0,dr5regw,5003530.0,38.0,,28.0,28.0,0.0
7637,David Graf,1950-04-16,M,69.05822843727114,,3.0,,1.0,,2.0,,1.0,1.0,dpjejwz,,33.0,,,,0.0
7639,Wilton Graff,1903-08-13,M,115.7340670924112,,7.0,,2.0,,,,1.0,,9yzgery,,35.0,,,,1.0
7647,Kelsey Grammer,1955-02-21,M,64.2066572208875,,2.0,,4.0,,7.0,,8.0,,de3b67n,,27.0,35.0,,,1.0
7656,Charley Grapewin,1869-12-20,M,149.37746839428596,,11.0,,1.0,,,,10.0,,dph3f0k,,27.0,,,,1.0
7657,Peter Graves,1926-03-18,M,93.13812056373509,,2.0,,1.0,,3.0,,1.0,,9zvxvey,,24.0,,,,0.0
7674,Brian Austin Green,1973-07-15,M,45.81066004093171,-12.835308048762126,6.0,4.0,1.0,1.0,4.0,3.0,1.0,2.0,9q5ctr1,20000000.0,37.0,,24.0,24.0,0.0
7675,Bryan Greenberg,1978-05-24,M,40.9536130105341,-4.878950286453521,5.0,3.0,1.0,,,,2.0,1.0,9z7f8yw,5003530.0,37.0,,,,0.0
7826,Max Greenfield,1980-09-04,M,38.67019856670568,,8.0,,1.0,,2.0,,1.0,,dr73qfr,,28.0,,,,0.0
7834,Clark Gregg,1962-04-02,M,57.09631272373834,2.01783746415053,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,drt2zp2,625441.0,39.0,,41.0,41.0,0.0
7835,Adam Gregory,1987-12-28,M,31.357248951039377,,0.0,,1.0,,2.0,,1.0,,dngykys,,23.0,,,,0.0
7836,Andre Gregory,1934-05-11,M,84.99010931093726,,4.0,,1.0,1.0,2.0,,3.0,5.0,u09tvw0,20000000.0,66.0,,,,0.0
7837,James Gregory,1911-12-23,M,107.3724990930683,,0.0,,1.0,,,,,,dr72r5t,,33.0,,,,0.0
7844,Joel Grey,1932-04-11,M,87.07091863624849,,3.0,,1.0,,2.0,,4.0,,dpmuhfx,,26.0,50.0,,,1.0
7849,David Alan Grier,1956-06-30,M,62.85139325242818,,6.0,,2.0,,1.0,,3.0,,dpsby4p,,31.0,41.0,,,1.0
7853,Nicholas Haden-Guest,1955-05-05,M,64.00679000937733,,4.0,,2.0,,,,1.0,,dr5regw,,25.0,34.0,,,1.0
7857,Paul Guilfoyle,1949-04-28,M,70.02470961073807,,4.0,,1.0,,1.0,,1.0,,drt2zp2,,40.0,,,,0.0
7859,Robert Guillaume,1927-11-30,M,91.4351424053882,,11.0,,2.0,,5.0,,1.0,,9yzgery,,28.0,57.0,,,1.0
7864,Tom Guiry,1981-10-12,M,37.566822042889314,,9.0,,1.0,,3.0,,,,dr55r96,,28.0,,,,0.0
7867,Clu Gulager,1928-11-16,M,90.47139913892825,-0.4982990752719084,10.0,4.0,1.0,1.0,,,1.0,1.0,9y5rw6h,5003530.0,32.0,,31.0,31.0,0.0
7878,Bob Gunton,1945-11-15,M,73.47447243954359,,10.0,,2.0,,1.0,,1.0,,9q59x9j,,35.0,61.0,,,1.0
7884,Grant Gustin,1990-01-14,M,29.30929450981197,,0.0,,1.0,,,,2.0,,dq9c8h6,,28.0,,,,0.0
7887,Steve Guttenberg,1958-08-24,M,60.702136251942214,,8.0,,2.0,,,,5.0,,dr5rmm5,,30.0,34.0,,,1.0
7889,Fred Gwynne,1926-07-10,M,92.82599916493835,,6.0,,2.0,,5.0,,1.0,,dr5regw,,26.0,54.0,,,1.0
7895,Todd Haberkorn,,M,,,,,1.0,,,,3.0,,,,,,,,1.0
7897,Buddy Hackett,1924-08-31,M,94.68230011567655,,8.0,,1.0,,3.0,,2.0,,dr5rmm5,,31.0,,,,0.0
7901,Gene Hackman,1930-01-30,M,89.26672005585328,,1.0,,2.0,,3.0,,2.0,,9qhd510,,26.0,56.0,,,1.0
7909,Dan Haggerty,,M,,,,,2.0,,6.0,,1.0,,9q5cu2t,,,,,,1.0
7911,Larry Hagman,1931-09-21,M,87.62671375866721,,8.0,,1.0,,2.0,,3.0,,9vff34v,,23.0,,,,0.0
7917,Sid Haig,,M,,,,,1.0,,,,1.0,,9qdbfpv,,,,,,0.0
7922,Alan Hale Jr.,1921-03-08,M,98.16491782856596,,2.0,,2.0,,4.0,,2.0,,9q5cuf8,,22.0,42.0,,,1.0
7923,Alan Hale Sr.,1892-02-10,M,127.2360144287699,-5.546999596158717,1.0,8.0,1.0,,1.0,,2.0,3.0,dqcjr21,5003530.0,22.0,,,,0.0
7926,Tony Hale,1970-09-30,M,48.600587281053,,9.0,,1.0,,1.0,,2.0,,dr77mp4,,33.0,,,,0.0
7928,Jack Haley,1898-08-10,M,120.7389611011862,,7.0,,1.0,,2.0,,4.0,,drt2zp2,,23.0,,,,0.0
7931,H.B. Halicki,1940-10-18,M,78.55055203050028,,9.0,,1.0,,,,,,dpx9dtn,,49.0,,,,0.0
7936,Arch Hall Sr.,1908-12-21,M,110.37598307973472,,11.0,,1.0,,,,5.0,,9yzgery,,26.0,,,,1.0
7939,Bug Hall,1985-02-04,M,34.251216657426234,,1.0,,1.0,,,,1.0,,9vff34v,,32.0,,,,0.0
7944,Kevin Peter Hall,1955-05-09,M,63.99583838134938,8.492987535678349,4.0,10.0,1.0,2.0,,2.0,1.0,2.0,dppn59u,625441.0,33.0,,42.0,42.0,1.0
7945,Michael C. Hall,1971-02-01,M,48.261086812186434,-0.5585330294256555,1.0,8.0,3.0,2.0,,,1.0,1.0,dq25d93,5003530.0,31.0,36.0,31.0,31.0,1.0
7947,Pooch Hall,1977-02-08,M,42.240429303818686,,1.0,,1.0,,4.0,,3.0,,drmrrvj,,20.0,,,,0.0
7948,Porter Hall,1888-09-19,M,130.6282812104287,,8.0,,1.0,,2.0,,1.0,,dngykys,,39.0,,,,0.0
7955,Brian Hallisay,1978-10-31,M,40.515547889415934,-0.30938349178970137,10.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,dqcjqfz,20000000.0,35.0,,34.0,34.0,0.0
7961,Mark Hamill,1951-09-25,M,67.61535144458819,,9.0,,1.0,,3.0,,4.0,,9q9p1dh,,27.0,,,,0.0
7962,Ashley Hamilton,1974-09-30,M,44.600505143842796,3.468928177854439,9.0,3.0,2.0,3.0,,,3.0,5.0,9q5ctr1,5003530.0,19.0,20.0,22.0,22.0,1.0
7964,George Hamilton,1939-08-12,M,79.7360657645263,-5.766032156717798,7.0,4.0,1.0,2.0,2.0,,1.0,2.0,9ypzyyu,5003530.0,33.0,36.0,27.0,27.0,1.0
7967,Josh Hamilton,1969-06-09,M,49.9093068303935,,5.0,,1.0,,,,1.0,,dr5regw,,36.0,,,,0.0
7969,Murray Hamilton,1923-03-24,M,96.12243920135252,,3.0,,1.0,,1.0,,1.0,,dq34nxh,,30.0,,,,0.0
7970,Neil Hamilton,1899-09-09,M,119.65748783342572,,8.0,,1.0,,,,1.0,,drt99db,,23.0,,,,1.0
7972,Harry Hamlin,1951-10-30,M,67.51952469934359,-5.7550805286898425,10.0,7.0,3.0,1.0,3.0,,6.0,1.0,9q5fr83,19545.0,34.0,38.0,28.0,28.0,1.0
7974,Armie Hammer,1986-08-28,M,32.690609663442785,,8.0,,1.0,,2.0,,1.0,,9q59x9j,,24.0,,,,0.0
7978,Nicholas Hammond,1950-05-15,M,68.97882913406846,,4.0,,1.0,,,,,,dqcjqfz,,30.0,34.0,,,1.0
7986,Evan Handler,1961-01-10,M,58.320157155862205,,0.0,,1.0,,1.0,,1.0,,dr5regw,,42.0,,,,0.0
7992,Colin Hanks,1977-11-24,M,41.44917417879903,,11.0,,1.0,,2.0,,3.0,,9qce7rd,,33.0,,,,0.0
7993,Jim Hanks,1961-06-15,M,57.893043662771994,,5.0,,1.0,,1.0,,8.0,,9qe14x6,,25.0,,,,0.0
7994,Tom Hanks,1956-07-09,M,62.82675208936529,,6.0,,2.0,,4.0,,2.0,,9qc0p1e,,22.0,31.0,,,1.0
7997,Adam Hann-Byrd,1982-02-23,M,37.199942503952855,,2.0,,1.0,,,,2.0,,dr5regw,,35.0,,,,0.0
8001,Ryan Hansen,1981-07-05,M,37.83787483658118,,6.0,,1.0,,3.0,,2.0,,9mupgbs,,23.0,,,,0.0
8014,Kadeem Hardison,1965-07-24,M,53.78618315228922,-1.568820715004415,7.0,1.0,1.0,,1.0,2.0,1.0,2.0,dr5rmqv,20000000.0,32.0,35.0,,,1.0
8015,Cory Hardrict,1979-11-09,M,39.491570668802225,1.3443123404313573,10.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,dp3wjzt,20000000.0,29.0,,30.0,30.0,0.0
8016,Omari Hardwick,1974-01-09,M,45.32331259368775,,0.0,,1.0,,2.0,,1.0,,djwqd8p,,38.0,,,,0.0
8023,Dorian Harewood,1950-08-06,M,68.7515828524884,,7.0,,1.0,,2.0,,3.0,,dph4hjv,,30.0,,,,0.0
8024,Mickey Hargitay,1926-01-06,M,93.33251196123123,,0.0,,3.0,,4.0,,2.0,,u2mw1q8,,22.0,30.0,,,1.0
8031,Mark Harmon,1951-09-02,M,67.67832330574892,-0.12594372232147136,8.0,9.0,1.0,1.0,2.0,2.0,5.0,3.0,9q5f7y6,20000000.0,36.0,,36.0,36.0,0.0
8187,Woody Harrelson,1961-07-23,M,57.789003196506435,,7.0,,2.0,,3.0,,3.0,,9txqj0v,,24.0,25.0,,,1.0
8189,Jay Harrington,1971-11-15,M,47.475307501180716,,10.0,,1.0,,,,1.0,,drt29ey,,45.0,,,,0.0
8190,Pat Harrington Jr.,1929-08-13,M,89.73216424704134,,7.0,,2.0,,4.0,,1.0,,dr5regw,,26.0,56.0,,,1.0
8193,Ed Harris,1950-11-28,M,68.43946145369172,0.2135567465451036,11.0,8.0,1.0,1.0,1.0,1.0,4.0,3.0,dr72ssq,5003530.0,33.0,,33.0,33.0,0.0
8198,Jonathan Harris,1914-11-06,M,104.50043464273735,,10.0,,1.0,,1.0,,1.0,,dr72r5t,,24.0,,,,0.0
8203,Neil Patrick Harris,1973-06-15,M,45.89279725114137,-1.9521276959828056,5.0,5.0,1.0,1.0,2.0,,5.0,2.0,9whpt4g,20000000.0,41.0,,39.0,39.0,0.0
8204,Phil Harris,1904-06-24,M,114.86888847820283,-2.236870024709611,6.0,8.0,2.0,2.0,,,5.0,1.0,dnfn06p,20000000.0,23.0,36.0,21.0,21.0,1.0
8208,Sam Harris,1961-06-04,M,57.92316063984888,,5.0,,1.0,,1.0,,4.0,,9y7tsgp,,47.0,,,,0.0
8213,Wood Harris,1969-10-17,M,49.553378919485,,9.0,,1.0,,2.0,,1.0,,dp3wjzt,,32.0,,,,0.0
8214,Bret Harrison,1982-04-06,M,37.084950409659335,,3.0,,1.0,,2.0,,2.0,,c20fbmg,,30.0,,,,0.0
8217,Anthony Heald,1944-08-25,M,74.69831687166746,,8.0,,1.0,,2.0,,1.0,,dr789p9,,41.0,,,,0.0
8221,Ted Healy,1896-10-01,M,122.5952620519244,,9.0,,2.0,,1.0,,2.0,,9vg92kw,,26.0,36.0,,,1.0
8222,John Heard,1946-03-07,M,73.16782685476088,-2.614701191674025,2.0,9.0,3.0,3.0,3.0,1.0,1.0,1.0,dqcjqfz,20000000.0,33.0,34.0,27.0,27.0,1.0
8229,Jon Heder,1977-10-26,M,41.52857348200168,,10.0,,1.0,,4.0,,2.0,,9xjqbsr,,25.0,,,,0.0
8243,Sandy Helberg,1949-05-28,M,69.94257240052842,,5.0,,1.0,,2.0,,,,u0yj48u,,26.0,,,,0.0
8244,Simon Helberg,1980-12-09,M,38.40735949403479,,11.0,,1.0,,2.0,,3.0,,9q5ctr1,,27.0,,,,0.0
8248,Percy Helton,1894-01-31,M,125.26198347673122,,1.0,,1.0,,,,1.0,,dr72h8r,,37.0,,,,0.0
8255,Lucius J. Henderson,,M,,,,,1.0,,,,2.0,,9zr6qun,,,,,,0.0
8264,David Henrie,1989-07-11,M,29.821283120118824,,6.0,,1.0,,,,1.0,,9mur4s5,,28.0,,,,0.0
8265,Lorenzo James Henrie,1993-06-29,M,25.85405586699248,,6.0,,1.0,,1.0,,1.0,,9tbq39n,,22.0,,,,0.0
8266,Lance Henriksen,1940-05-05,M,79.00504459366037,,4.0,,2.0,,4.0,,4.0,,dr72h8r,,45.0,,,,1.0
8280,Elden Henson,1977-08-30,M,41.684634181400035,,8.0,,1.0,,1.0,,1.0,,dqcnk75,,37.0,,,,0.0
8292,Jay Hernandez,1978-02-20,M,41.208238362184034,2.3819790960800016,2.0,9.0,1.0,1.0,,,3.0,1.0,9qh1828,20000000.0,28.0,,31.0,31.0,0.0
8298,Mark Herron,1928-07-08,M,90.83006495684374,6.078153555514487,6.0,5.0,1.0,5.0,,,,4.0,dn7jejs,20000000.0,37.0,41.0,19.0,19.0,1.0
8305,Justin Herwick,1970-06-27,M,48.86068844671691,-1.5469174589485069,6.0,0.0,1.0,1.0,,,1.0,1.0,9qh097e,625441.0,30.0,32.0,28.0,28.0,1.0
8307,David Hess,1936-09-19,M,82.63003347091315,,8.0,,1.0,,4.0,,1.0,,dr5regw,,42.0,,,,0.0
8309,Charlton Heston,1923-10-04,M,95.59128524199677,0.4736579122090118,9.0,3.0,1.0,1.0,,2.0,2.0,,dp3x7g4,625441.0,21.0,,21.0,21.0,0.0
8342,Dulé Hill,1975-05-03,M,44.01185513734026,-2.8145684031841864,4.0,2.0,2.0,,,,3.0,1.0,dr5pyy1,5003530.0,29.0,37.0,,,1.0
8343,Gil Hill,1931-11-05,M,87.5035079433527,,10.0,,1.0,,,,4.0,,djfq8tf,,24.0,,,,0.0
8349,Steven Hill,1922-02-24,M,97.19843665509902,,2.0,,2.0,,9.0,,1.0,,c23nb62,,29.0,42.0,,,1.0
8357,Earl Hindman,1942-10-20,M,76.54640410138471,,9.0,,1.0,,,,4.0,,9t9ffsb,,34.0,,,,0.0
8364,Tommy Hinkley,1960-05-31,M,58.933448325427634,-6.822864261415361,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,9mvfd39,5003530.0,35.0,,28.0,28.0,0.0
8373,Judd Hirsch,1935-03-15,M,84.14683395278479,,2.0,,2.0,,3.0,,1.0,,dr72r5t,,21.0,32.0,,,1.0
8391,John Hodiak,1914-04-16,M,105.05896767216299,-9.056996379117985,3.0,4.0,1.0,3.0,1.0,3.0,,2.0,dppn59u,625441.0,32.0,39.0,23.0,23.0,1.0
8408,David Huffman,1945-05-10,M,73.99193686386442,0.8788681492433109,4.0,6.0,1.0,,,2.0,1.0,2.0,dp3w44w,5003530.0,22.0,,,,0.0
8410,Dustin Hoffman,1937-08-08,M,81.74568950765588,-6.1383875096682345,7.0,9.0,2.0,,6.0,2.0,3.0,1.0,9q5ctr1,,32.0,43.0,,,1.0
8420,Hulk Hogan,1953-08-11,M,65.73714723779406,-6.034347043402669,7.0,8.0,2.0,1.0,,,7.0,2.0,djvwmv9,5003530.0,30.0,56.0,24.0,24.0,1.0
8421,Jack Hogan,1929-11-25,M,89.44742191831455,,11.0,,1.0,,2.0,,1.0,,dnru31c,,38.0,51.0,,,1.0
8427,Hal Holbrook,1925-02-17,M,94.21685592448851,,1.0,,3.0,,,,3.0,,dpmuhfx,,20.0,40.0,,,1.0
8430,Peter Holden,,M,,,,,1.0,,,,2.0,,,,,,,,0.0
8431,William Holden,1918-04-17,M,101.0561476279458,2.5489914235063007,3.0,9.0,1.0,2.0,3.0,3.0,3.0,1.0,dnb5d18,20000000.0,23.0,53.0,21.0,21.0,1.0
8432,Geoffrey Holder,1930-08-01,M,88.76568307357441,,7.0,,1.0,,,,8.0,,d9uk87x,,25.0,,,,1.0
8444,Josh Holloway,1969-07-20,M,49.797052643106966,,6.0,,1.0,,2.0,,3.0,,9q9k6mj,,35.0,,,,0.0
8446,Anders Holm,1981-05-29,M,37.93917739583975,,5.0,,1.0,,1.0,,4.0,,dp3xhw5,,30.0,,,,0.0
8457,Scott Holroyd,1975-06-05,M,43.92150420610964,0.6598355886842303,5.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,dnn3kj8,118.0,32.0,,33.0,33.0,0.0
8460,Tim Holt,1919-02-05,M,100.2512029678912,,1.0,,3.0,,4.0,,1.0,,9q5ccdz,,19.0,,,,1.0
8463,Allen J. Holubar,1890-08-03,M,128.75829072465552,,7.0,,1.0,,,,4.0,,9q8yyk8,,22.0,,,,0.0
8465,Skip Homeier,1930-10-05,M,88.58771911812016,,9.0,,2.0,,,,1.0,,dp3wjzt,,21.0,,,,1.0
8466,James Hong,1929-02-22,M,90.20308425224337,,2.0,,2.0,,,,5.0,,9zvxvey,,38.0,44.0,,,1.0
8470,Robert Hooks,1937-04-18,M,82.05233509243857,,3.0,,1.0,,,,6.0,,dqcjqfz,,71.0,,,,0.0
8475,Bob Hope,1903-05-29,M,115.94214802494233,,5.0,,2.0,,4.0,,5.0,,u10h9nv,,30.0,31.0,,,1.0
8484,William Hopper,1915-01-26,M,104.27866417517129,,1.0,,2.0,,1.0,,1.0,,dr5regw,,25.0,44.0,,,1.0
8487,Roy Horan,1950-01-01,M,69.34570867300492,,0.0,,1.0,,,,4.0,,9yegjbp,,31.0,,,,0.0
8491,Wil Horneff,1979-06-12,M,39.902256719850506,,5.0,,1.0,,,,2.0,,dr72ssq,,29.0,,,,0.0
8492,David Hornsby,1975-12-01,M,43.431418851858695,-0.8624407072013799,11.0,9.0,1.0,1.0,2.0,2.0,3.0,2.0,dq9dgz6,20000000.0,35.0,,34.0,34.0,0.0
8493,Russell Hornsby,1974-05-15,M,44.9783363108072,,4.0,,1.0,,,,,,9q9p1dh,,34.0,,,,0.0
8498,Michael Horton,1952-09-05,M,66.66803562017016,,8.0,,1.0,,2.0,,5.0,,,,23.0,,,,0.0
8499,Peter Horton,1953-08-20,M,65.71250607473117,-4.690034702971314,7.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,c23ng5p,20000000.0,28.0,35.0,23.0,23.0,1.0
8500,Robert Horton,1924-07-29,M,94.7726510469072,,7.0,,3.0,,,,5.0,,9q5ctr1,,21.0,26.0,,,1.0
8501,Ward Horton,1976-01-14,M,43.310950943551205,,0.0,,1.0,,2.0,,1.0,,dr7014u,,24.0,,,,0.0
8503,John Hostetter,,M,,,,,1.0,,,,5.0,,dr5rmm5,,,,,,0.0
8507,John Houseman,1902-09-22,M,116.62388686968248,-1.8097565316194035,8.0,6.0,2.0,,2.0,,2.0,,sxfs9zx,20000000.0,27.0,31.0,,,1.0
8516,Arliss Howard,1954-10-18,M,64.55163350376804,-0.5749604714675866,9.0,4.0,1.0,,2.0,2.0,1.0,1.0,9yuy7s2,20000000.0,42.0,,,,0.0
8517,Clint Howard,1959-04-20,M,60.04777647727196,,4.0,,1.0,,,,1.0,,9q5f7y6,,36.0,58.0,,,1.0
8518,Curly Howard,1903-10-22,M,115.542413601922,,9.0,,4.0,,2.0,,2.0,,dr5rh38,,27.0,28.0,,,1.0
8521,John Howard,1913-04-14,M,106.0637795437278,,3.0,,1.0,,4.0,,,,dpmuhfx,,41.0,,,,1.0
8527,Moe Howard,1897-06-19,M,121.88066832310041,,5.0,,1.0,,2.0,,2.0,,dr5rh38,,28.0,,,,0.0
8528,Rance Howard,1928-11-17,M,90.46866123192127,1.7960669965844611,10.0,1.0,2.0,1.0,,,1.0,1.0,9y4k6bv,118.0,21.0,,22.0,22.0,1.0
8529,Ron Howard,1954-03-01,M,65.18409002238239,,2.0,,1.0,,4.0,,2.0,,9y4k6bv,,21.0,,,,0.0
8532,Sherman Howard,1949-06-11,M,69.90424170243058,,5.0,,1.0,,1.0,,3.0,,dp3wjzt,,39.0,,,,0.0
8533,Terrence Howard,1969-03-11,M,50.155718461022474,,2.0,,4.0,,5.0,,4.0,,dp3wjzt,,25.0,34.0,,,1.0
8537,Charles Howerton,1938-06-24,M,80.86955926541955,,6.0,,1.0,,3.0,3.0,1.0,2.0,9v4vd0k,5003530.0,29.0,,,,1.0
8538,Glenn Howerton,1976-04-13,M,43.06453931292224,-5.42926959485821,3.0,8.0,1.0,1.0,2.0,2.0,3.0,5.0,xn6mfnb,20000000.0,33.0,,28.0,28.0,0.0
8539,Steve Howey,1977-07-12,M,41.81879162474247,-2.496971190373519,6.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,9v1zqsr,625441.0,32.0,,29.0,29.0,0.0
8547,John Hoyt,1905-10-05,M,113.58754799893222,,9.0,,1.0,,1.0,,,,dr72zut,,56.0,,,,0.0
8554,David Huddleston,1930-09-17,M,88.63700144424593,,8.0,,2.0,,1.0,,2.0,,dnxhjfu,,38.0,,,,1.0
8556,Bill Hudson,1949-10-17,M,69.55378960553605,3.904255391965612,9.0,10.0,2.0,2.0,5.0,,2.0,3.0,c20fbmg,20000000.0,27.0,33.0,24.0,24.0,1.0
8557,Ernie Hudson,1945-12-17,M,73.38685941531996,,11.0,,2.0,,4.0,,3.0,,dp6x8ej,,18.0,31.0,,,1.0
8560,Oliver Hudson,1976-09-07,M,42.66206698289493,3.5291621320081865,8.0,2.0,1.0,1.0,3.0,3.0,1.0,,9q5ctr1,20000000.0,30.0,,33.0,33.0,0.0
8561,Rock Hudson,1925-11-17,M,93.4694073115807,-0.05475814013977015,10.0,11.0,1.0,1.0,,,1.0,1.0,dp3xe98,20000000.0,30.0,33.0,30.0,30.0,1.0
8567,Barnard Hughes,1915-07-16,M,103.81048207697626,-9.527916384320006,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,dr7ddfu,20000000.0,35.0,,25.0,25.0,0.0
8573,D. L. Hughley,1964-03-06,M,55.168826190818436,,2.0,,1.0,,3.0,,8.0,,dq99xc9,,22.0,,,,0.0
8791,Henry Hull,1890-10-03,M,128.59127839722925,,9.0,,1.0,,3.0,,1.0,,dng18e8,,23.0,,,,0.0
8792,Warren Hull,1903-01-17,M,116.3035517498648,,0.0,,4.0,,4.0,,5.0,,dr8jgbn,,23.0,25.0,,,1.0
8805,Jeffrey Hunter,1926-11-25,M,92.44816799797395,-0.1095162802795403,11.0,0.0,3.0,3.0,4.0,2.0,2.0,1.0,9vrfqk7,5003530.0,24.0,29.0,23.0,23.0,1.0
8808,Tab Hunter,1931-07-11,M,87.82384306317036,,6.0,,1.0,,,,2.0,,dr72h8r,,52.0,,,,0.0
8810,Sam Huntington,1982-04-01,M,37.09863994469429,,3.0,,1.0,,2.0,,1.0,,drsgfsq,,24.0,,,,0.0
8818,Ryan Hurst,1976-06-19,M,42.881099543454006,,5.0,,1.0,,,,1.0,,9q59x9j,,29.0,,,,0.0
8819,William Hurt,1950-03-20,M,69.13215192645981,3.479879805882393,3.0,9.0,2.0,2.0,4.0,2.0,1.0,1.0,dqcjqfz,20000000.0,21.0,32.0,25.0,25.0,1.0
8822,Danny Huston,1962-05-14,M,56.98132062944482,0.6707872167121843,4.0,8.0,2.0,1.0,3.0,1.0,2.0,2.0,sr2ykk5,20000000.0,27.0,30.0,28.0,28.0,1.0
8823,John Huston,1906-08-05,M,112.75522426880772,,7.0,,5.0,,5.0,,4.0,,9yszkbm,,19.0,27.0,,,1.0
8825,Walter Huston,1883-04-05,M,136.08766778236378,,3.0,,3.0,,,,2.0,,dpz83df,,21.0,29.0,,,1.0
8827,Will Hutchins,1930-05-05,M,89.0066188901894,,4.0,,2.0,,,,1.0,,9q5ctr1,,35.0,39.0,,,1.0
8829,Doug Hutchison,1960-05-26,M,58.94713786046257,,5.0,,2.0,,,,1.0,,dqfqc2s,,42.0,45.0,,,1.0
8831,Jim Hutton,1934-05-31,M,84.93535117079747,,5.0,,2.0,,3.0,,,,dr6p2ry,,24.0,29.0,,,1.0
8832,Rif Hutton,1962-11-28,M,56.43921504206109,,11.0,,1.0,,,,1.0,8.0,9v1zqsr,,39.0,,,,0.0
8834,Timothy Hutton,1960-08-16,M,58.72262948588951,5.254043546410946,7.0,4.0,2.0,,2.0,2.0,2.0,1.0,9q59945,20000000.0,26.0,30.0,,,1.0
8839,Ice Cube,1969-06-15,M,49.892879388351574,,5.0,,1.0,,4.0,,5.0,,9q5ctr1,,23.0,,,,0.0
8840,Ice-T,1958-02-16,M,61.21960067626303,-21.079146046804517,1.0,2.0,1.0,1.0,3.0,1.0,9.0,5.0,dr5r8pt,20000000.0,44.0,,23.0,23.0,0.0
8845,Michael Imperioli,1966-03-26,M,53.11539593557705,,3.0,,1.0,,3.0,,3.0,,dr72xzc,,29.0,,,,0.0
8848,Marty Ingels,1936-03-09,M,83.16118743026892,,2.0,,2.0,,,,7.0,,dr5rmm5,,28.0,30.0,,,1.0
8860,George S. Irving,1922-11-01,M,96.51395990335187,2.245083745730576,10.0,7.0,1.0,1.0,2.0,,1.0,2.0,drkrs0m,123264.0,26.0,,28.0,28.0,0.0
8864,Oscar Isaac,1979-03-09,M,40.162357885514425,,2.0,,1.0,,1.0,,1.0,,9fxek2n,,38.0,,,,0.0
8870,Michael Jace,1962-07-13,M,56.817046209025506,,6.0,,2.0,,3.0,,1.0,,dr72b0t,,34.0,40.0,,,1.0
8872,Cheyenne Jackson,1975-07-12,M,43.82020164685108,,6.0,,2.0,,2.0,,2.0,,c2krpuh,,36.0,38.0,,,1.0
8874,John M. Jackson,1950-06-01,M,68.93228471494966,,5.0,,1.0,,2.0,,,,9vrjhzx,,29.0,,,,0.0
8875,Jonathan Jackson,1982-05-11,M,36.98912366441474,9.30340800974695,4.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,djn4k5j,20000000.0,20.0,,29.0,29.0,0.0
